,Luni - Vineri,Sambata,Duminica
91,12:08,12:54,13:41
92,12:12,12:57,13:46
93,12:16,13:01,13:50
94,12:20,13:04,13:55
95,12:24,13:08,13:59
96,12:28,13:11,14:03
97,12:32,13:15,14:07
98,12:36,13:19,14:11
99,12:39,13:23,14:15
100,12:43,13:27,14:19
101,12:47,13:31,14:23
102,12:51,13:35,14:27
103,12:55,13:39,14:31
104,12:58,13:43,14:39
105,13:01,13:47,14:44
106,13:04,13:51,14:53
107,13:07,13:55,14:57
108,13:11,13:59,15:06
109,13:15,14:03,15:15
110,13:19,14:07,15:21
111,13:23,14:10,15:27
112,13:27,14:17,15:31
113,13:31,14:20,15:35
114,13:35,14:24,15:43
115,13:39,14:31,15:47
116,13:43,14:35,15:51
117,13:47,14:43,15:55
118,13:51,14:47,15:59
119,13:55,14:51,16:03
120,14:00,14:59,16:08
121,14:06,15:07,16:13
122,14:13,15:13,16:17
123,14:20,15:19,16:22
124,14:25,15:23,16:26
125,14:28,15:29,16:31
126,14:33,15:36,16:35
127,14:39,15:40,16:39
128,14:45,15:43,16:43
129,14:50,15:47,16:47
130,14:55,15:51,16:51
131,15:01,15:55,16:55
132,15:06,15:59,16:59
133,15:10,16:03,17:03
134,15:14,16:07,17:07
135,15:18,16:11,17:11
136,15:24,16:15,17:15
137,15:27,16:19,17:19
138,15:30,16:23,17:24
139,15:33,16:26,17:29
140,15:36,16:29,17:33
141,15:39,16:32,17:38
142,15:42,16:36,17:42
143,15:45,16:40,17:47
144,15:48,16:44,17:51
145,15:51,16:48,17:55
146,15:54,16:52,17:59
147,15:57,16:56,18:03
148,16:00,16:59,18:13
149,16:03,17:03,18:19
150,16:06,17:07,18:23
151,16:10,17:11,18:31
152,16:14,17:15,18:35
153,16:17,17:19,18:40
154,16:20,17:23,18:45
155,16:23,17:27,18:49
156,16:26,17:31,18:53
157,16:29,17:35,18:58
158,16:32,17:39,19:04
159,16:35,17:42,19:15
160,16:38,17:45,19:26
161,16:41,17:48,19:36
162,16:44,17:52,19:46
163,16:47,17:56,19:58
164,16:50,18:00,20:09
165,16:53,18:06,20:19
166,16:56,18:12,20:29
167,16:59,18:17,20:39
168,17:02,18:23,20:49
169,17:05,18:29,20:59
170,17:08,18:35,21:09
171,17:11,18:43,21:20
172,17:14,18:47,21:30
173,17:17,18:51,21:40
174,17:20,18:55,21:50
175,17:23,18:58,22:00
176,17:26,19:06,22:10
177,17:29,19:17,22:20
178,17:33,19:28,22:31
179,17:37,19:38,22:41
180,17:40,19:48,22:51
181,17:43,20:01,
182,17:46,20:11,
183,17:49,20:21,
184,17:52,20:31,
185,17:55,20:41,
186,17:58,20:51,
187,18:01,21:01,
188,18:04,21:12,
189,18:07,21:22,
190,18:11,21:32,
191,18:16,21:42,
192,18:20,21:52,
193,18:24,22:02,
194,18:28,22:12,
195,18:32,22:23,
196,18:37,22:33,
197,18:41,22:43,
198,18:45,22:53,
199,18:49,,
200,18:52,,
201,18:56,,
202,19:02,,
203,19:12,,
204,19:21,,
205,19:30,,
206,19:41,,
207,19:52,,
208,20:01,,
209,20:10,,
210,20:19,,
211,20:28,,
212,20:36,,
213,20:45,,
214,20:54,,
215,21:03,,
216,21:12,,
217,21:21,,
218,21:30,,
219,21:39,,
220,21:47,,
221,21:56,,
222,22:05,,
223,22:14,,
224,22:23,,
225,22:32,,
226,22:41,,
