trip_id,arrival_time,departure_time,stop_id,stop_sequence
31,17:30:00,17:45:00,5637155022,31
31,17:45:00,18:00:00,376339286,32
31,18:00:00,18:15:00,376339258,33
31,18:15:00,18:30:00,4563504826,34
31,18:30:00,18:45:00,376339264,35
31,18:45:00,19:00:00,376339266,36
31,19:00:00,19:15:00,4563504821,37
31,19:15:00,19:30:00,376339270,38
31,19:30:00,19:45:00,325005107,39
31,19:45:00,20:00:00,340053722,40
31,20:00:00,20:15:00,4884310091,41
31,20:15:00,20:30:00,325005092,42
31,20:30:00,20:45:00,376339157,43
31,20:45:00,21:00:00,340052760,44
31,21:00:00,21:15:00,325004990,45
11,10:00:00,10:15:00,4563611309,1
11,10:15:00,10:30:00,1482712252,2
11,10:30:00,10:45:00,376339178,3
11,10:45:00,11:00:00,6531479351,4
11,11:00:00,11:15:00,376339180,5
11,11:15:00,11:30:00,461062053,6
11,11:30:00,11:45:00,376339405,7
11,11:45:00,12:00:00,376339305,8
11,12:00:00,12:15:00,461062061,9
11,12:15:00,12:30:00,325005015,10
11,12:30:00,12:45:00,340052760,11
11,12:45:00,13:00:00,325004990,12
11,13:00:00,13:15:00,325004999,13
11,13:15:00,13:30:00,340052772,14
11,13:30:00,13:45:00,461604331,15
11,13:45:00,14:00:00,340052768,16
11,14:00:00,14:15:00,340052774,17
11,14:15:00,14:30:00,340052775,18
11,14:30:00,14:45:00,340052765,19
11,14:45:00,15:00:00,461604334,20
11,15:00:00,15:15:00,280924752,21
11,15:15:00,15:30:00,340052767,22
11,15:30:00,15:45:00,461604333,23
11,15:45:00,16:00:00,340052766,24
11,16:00:00,16:15:00,340052764,25
11,16:15:00,16:30:00,376339320,26
11,16:30:00,16:45:00,340052769,27
11,16:45:00,17:00:00,461604330,28
11,17:00:00,17:15:00,376339280,29
11,17:15:00,17:30:00,340052773,30
11,17:30:00,17:45:00,376339276,31
11,17:45:00,18:00:00,325005020,32
11,18:00:00,18:15:00,325005035,33
11,18:15:00,18:30:00,325005049,34
11,18:30:00,18:45:00,376339327,35
11,18:45:00,19:00:00,461062058,36
11,19:00:00,19:15:00,376339175,37
11,19:15:00,19:30:00,461062059,38
2,10:00:00,10:15:00,1363586642,1
2,10:15:00,10:30:00,4575190856,2
2,10:30:00,10:45:00,325005156,3
2,10:45:00,11:00:00,325005170,4
2,11:00:00,11:15:00,325005177,5
2,11:15:00,11:30:00,325004934,6
2,11:30:00,11:45:00,325004940,7
2,11:45:00,12:00:00,325004946,8
2,12:00:00,12:15:00,325004949,9
2,12:15:00,12:30:00,325004954,10
2,12:30:00,12:45:00,376339107,11
2,12:45:00,13:00:00,325004984,12
2,13:00:00,13:15:00,325004987,13
2,13:15:00,13:30:00,376339155,14
2,13:30:00,13:45:00,376339274,15
2,13:45:00,14:00:00,4889292449,16
2,14:00:00,14:15:00,376339072,17
2,14:15:00,14:30:00,376339128,18
2,14:30:00,14:45:00,376339127,19
2,14:45:00,15:00:00,1216583441,20
2,15:00:00,15:15:00,1216583430,21
2,15:15:00,15:30:00,450993217,22
2,15:30:00,15:45:00,325005137,23
24,10:00:00,10:15:00,325004929,1
24,10:15:00,10:30:00,325004932,2
24,10:30:00,10:45:00,325004934,3
24,10:45:00,11:00:00,325004940,4
24,11:00:00,11:15:00,325004946,5
24,11:15:00,11:30:00,325004949,6
24,11:30:00,11:45:00,325004954,7
24,11:45:00,12:00:00,376339107,8
24,12:00:00,12:15:00,325004984,9
24,12:15:00,12:30:00,325004987,10
24,12:30:00,12:45:00,325004999,11
24,12:45:00,13:00:00,340052772,12
24,13:00:00,13:15:00,461604331,13
24,13:15:00,13:30:00,340052768,14
24,13:30:00,13:45:00,340052774,15
24,13:45:00,14:00:00,461604332,16
24,14:00:00,14:15:00,340052776,17
24,14:15:00,14:30:00,527885215,18
24,14:30:00,14:45:00,3861263969,19
24,14:45:00,15:00:00,370413258,20
24,15:00:00,15:15:00,1216583454,21
24,15:15:00,15:30:00,633630328,22
24,15:30:00,15:45:00,376339441,23
24,15:45:00,16:00:00,633630330,24
24,16:00:00,16:15:00,370413215,25
24,16:15:00,16:30:00,370413213,26
24,16:30:00,16:45:00,370413235,27
24,16:45:00,17:00:00,4110348292,28
24,17:00:00,17:15:00,633630325,29
24,17:15:00,17:30:00,633630323,30
24,17:30:00,17:45:00,1723817019,31
24,17:45:00,18:00:00,3856161595,32
24,18:00:00,18:15:00,1554651685,33
24,18:15:00,18:30:00,1554651691,34
24,18:30:00,18:45:00,4566499748,35
24,18:45:00,19:00:00,340052769,36
24,19:00:00,19:15:00,461604330,37
24,19:15:00,19:30:00,376339280,38
24,19:30:00,19:45:00,340052773,39
24,19:45:00,20:00:00,340052760,40
24,20:00:00,20:15:00,325004996,41
24,20:15:00,20:30:00,325004979,42
24,20:30:00,20:45:00,376339147,43
24,20:45:00,21:00:00,325004957,44
24,21:00:00,21:15:00,1032276238,45
24,21:15:00,21:30:00,325005191,46
24,21:30:00,21:45:00,325005186,47
24,21:45:00,22:00:00,325005189,48
9,10:00:00,10:15:00,633621366,1
9,10:15:00,10:30:00,376339136,2
9,10:30:00,10:45:00,376339282,3
9,10:45:00,11:00:00,461612428,4
9,11:00:00,11:15:00,376339076,5
9,11:15:00,11:30:00,376339140,6
9,11:30:00,11:45:00,376339071,7
9,11:45:00,12:00:00,376339381,8
9,12:00:00,12:15:00,1032276238,9
9,12:15:00,12:30:00,325005191,10
9,12:30:00,12:45:00,325005186,11
9,12:45:00,13:00:00,325005189,12
9,13:00:00,13:15:00,376339583,13
9,13:15:00,13:30:00,376339544,14
9,13:30:00,13:45:00,376339546,15
9,13:45:00,14:00:00,376339581,16
9,14:00:00,14:15:00,1484644406,17
9,14:15:00,14:30:00,4563611295,18
9,14:30:00,14:45:00,376339577,19
9,14:45:00,15:00:00,376339585,20
9,15:00:00,15:15:00,4563632529,21
9,15:15:00,15:30:00,376339542,22
9,15:30:00,15:45:00,325004929,23
9,15:45:00,16:00:00,325004932,24
9,16:00:00,16:15:00,325004934,25
9,16:15:00,16:30:00,325004940,26
9,16:30:00,16:45:00,325004946,27
9,16:45:00,17:00:00,325004949,28
9,17:00:00,17:15:00,376339384,29
9,17:15:00,17:30:00,376339068,30
9,17:30:00,17:45:00,376339108,31
9,17:45:00,18:00:00,376339079,32
9,18:00:00,18:15:00,1216583516,33
9,18:15:00,18:30:00,376339379,34
9,18:30:00,18:45:00,376339139,35
9,18:45:00,19:00:00,376339135,36
9,19:00:00,19:15:00,633621369,37
4,10:00:00,10:15:00,376339255,1
4,10:15:00,10:30:00,325005073,2
4,10:30:00,10:45:00,376339241,3
4,10:45:00,11:00:00,2616042623,4
4,11:00:00,11:15:00,325005077,5
4,11:15:00,11:30:00,376339250,6
4,11:30:00,11:45:00,376339405,7
4,11:45:00,12:00:00,376339305,8
4,12:00:00,12:15:00,461062061,9
4,12:15:00,12:30:00,325005015,10
4,12:30:00,12:45:00,376339155,11
4,12:45:00,13:00:00,376339274,12
4,13:00:00,13:15:00,4889292449,13
4,13:15:00,13:30:00,1207327539,14
4,13:30:00,13:45:00,325005105,15
4,13:45:00,14:00:00,1288238644,16
4,14:00:00,14:15:00,325005110,17
4,14:15:00,14:30:00,325005114,18
4,14:30:00,14:45:00,461612421,19
4,14:45:00,15:00:00,376339343,20
4,15:00:00,15:15:00,461612426,21
4,15:15:00,15:30:00,376339370,22
4,15:30:00,15:45:00,376339120,23
4,15:45:00,16:00:00,376339115,24
4,16:00:00,16:15:00,376339111,25
4,16:15:00,16:30:00,4563450967,26
4,16:30:00,16:45:00,376339095,27
4,16:45:00,17:00:00,376339089,28
4,17:00:00,17:15:00,345324570,29
4,17:15:00,17:30:00,2616121534,30
4,17:30:00,17:45:00,2616121534,31
4,17:45:00,18:00:00,652049976,32
4,18:00:00,18:15:00,376339091,33
4,18:15:00,18:30:00,376339099,34
4,18:30:00,18:45:00,376339093,35
4,18:45:00,19:00:00,376339112,36
4,19:00:00,19:15:00,376339116,37
4,19:15:00,19:30:00,1218066914,38
4,19:30:00,19:45:00,1218066888,39
4,19:45:00,20:00:00,1218066892,40
4,20:00:00,20:15:00,4563451500,41
4,20:15:00,20:30:00,890891304,42
4,20:30:00,20:45:00,376339414,43
4,20:45:00,21:00:00,325005112,44
4,21:00:00,21:15:00,1163335402,45
4,21:15:00,21:30:00,325005107,46
4,21:30:00,21:45:00,340053722,47
4,21:45:00,22:00:00,4884310091,48
4,22:00:00,22:15:00,325005092,49
4,22:15:00,22:30:00,376339157,50
4,22:30:00,22:45:00,340052760,51
4,22:45:00,23:00:00,1655985132,52
4,23:00:00,23:15:00,376339163,53
4,23:15:00,23:30:00,1559024579,54
4,23:30:00,23:45:00,325005089,55
4,23:45:00,00:00:00,376339167,56
4,00:00:00,00:15:00,3808045057,57
4,00:15:00,00:30:00,4563450981,58
4,00:30:00,00:45:00,376339255,59
26,10:00:00,10:15:00,370413213,1
26,10:15:00,10:30:00,370413235,2
26,10:30:00,10:45:00,4110348292,3
26,10:45:00,11:00:00,633630325,4
26,11:00:00,11:15:00,633630323,5
26,11:15:00,11:30:00,1723817019,6
26,11:30:00,11:45:00,3856161595,7
26,11:45:00,12:00:00,1554651685,8
26,12:00:00,12:15:00,1554651691,9
26,12:15:00,12:30:00,1557395456,10
26,12:30:00,12:45:00,1557395459,11
26,12:45:00,13:00:00,1211616127,12
26,13:00:00,13:15:00,1211607992,13
26,13:15:00,13:30:00,1211611471,14
26,13:30:00,13:45:00,376339067,15
26,13:45:00,14:00:00,1557396061,16
26,14:00:00,14:15:00,1557396084,17
26,14:15:00,14:30:00,1035241557,18
26,14:30:00,14:45:00,1209486292,19
26,14:45:00,15:00:00,376339324,20
26,15:00:00,15:15:00,1211614943,21
26,15:15:00,15:30:00,1557395464,22
26,15:30:00,15:45:00,1844942249,23
26,15:45:00,16:00:00,461604332,24
26,16:00:00,16:15:00,340052776,25
26,16:15:00,16:30:00,527885215,26
26,16:30:00,16:45:00,3861263969,27
26,16:45:00,17:00:00,370413258,28
26,17:00:00,17:15:00,1216583454,29
26,17:15:00,17:30:00,633630328,30
26,17:30:00,17:45:00,376339441,31
26,17:45:00,18:00:00,633630330,32
26,18:00:00,18:15:00,370413215,33
7,10:00:00,10:15:00,325004990,1
7,10:15:00,10:30:00,325004999,2
7,10:30:00,10:45:00,340052772,3
7,10:45:00,11:00:00,461604331,4
7,11:00:00,11:15:00,340052768,5
7,11:15:00,11:30:00,1836506522,6
7,11:30:00,11:45:00,376339350,7
7,11:45:00,12:00:00,2144170985,8
7,12:00:00,12:15:00,376339230,9
7,12:15:00,12:30:00,376339225,10
7,12:30:00,12:45:00,376339239,11
7,12:45:00,13:00:00,376339234,12
7,13:00:00,13:15:00,376339215,13
7,13:15:00,13:30:00,4563611318,14
7,13:30:00,13:45:00,376339210,15
7,13:45:00,14:00:00,376339213,16
7,14:00:00,14:15:00,376339233,17
7,14:15:00,14:30:00,376339237,18
7,14:30:00,14:45:00,376339226,19
7,14:45:00,15:00:00,4563611331,20
7,15:00:00,15:15:00,376339351,21
7,15:15:00,15:30:00,376339355,22
7,15:30:00,15:45:00,376339323,23
7,15:45:00,16:00:00,340052769,24
7,16:00:00,16:15:00,461604330,25
7,16:15:00,16:30:00,376339280,26
7,16:30:00,16:45:00,340052773,27
7,16:45:00,17:00:00,340052760,28
7,17:00:00,17:15:00,325004990,29
16,10:00:00,10:15:00,4563611318,1
16,10:15:00,10:30:00,376339210,2
16,10:30:00,10:45:00,376339208,3
16,10:45:00,11:00:00,376339222,4
16,11:00:00,11:15:00,376339462,5
16,11:15:00,11:30:00,376339423,6
16,11:30:00,11:45:00,376339396,7
16,11:45:00,12:00:00,376339221,8
16,12:00:00,12:15:00,4566489112,9
16,12:15:00,12:30:00,376339471,10
16,12:30:00,12:45:00,376339398,11
16,12:45:00,13:00:00,376339469,12
16,13:00:00,13:15:00,1216583421,13
29,10:00:00,10:15:00,340052760,1
29,10:15:00,10:30:00,1655985132,2
29,10:30:00,10:45:00,376339163,3
29,10:45:00,11:00:00,4566862199,4
29,11:00:00,11:15:00,376339159,5
29,11:15:00,11:30:00,376339403,6
29,11:30:00,11:45:00,613009714,7
29,11:45:00,12:00:00,449672992,8
29,12:00:00,12:15:00,376339331,9
29,12:15:00,12:30:00,4566862197,10
29,12:30:00,12:45:00,4566862195,11
29,12:45:00,13:00:00,1558994726,12
29,13:00:00,13:15:00,1558994726,13
29,13:15:00,13:30:00,376339333,14
29,13:30:00,13:45:00,376339335,15
29,13:45:00,14:00:00,4566862202,16
29,14:00:00,14:15:00,1836461036,17
29,14:15:00,14:30:00,376339354,18
29,14:30:00,14:45:00,2635477677,19
29,14:45:00,15:00:00,694216625,20
29,15:00:00,15:15:00,1558999573,21
29,15:15:00,15:30:00,4566499748,22
29,15:30:00,15:45:00,340052769,23
29,15:45:00,16:00:00,461604330,24
29,16:00:00,16:15:00,376339280,25
29,16:15:00,16:30:00,340052773,26
29,16:30:00,16:45:00,340052760,27
32,10:00:00,10:15:00,1196766287,1
32,10:15:00,10:30:00,1196766269,2
32,10:30:00,10:45:00,1196766289,3
32,10:45:00,11:00:00,5906701502,4
32,11:00:00,11:15:00,5906719413,5
32,11:15:00,11:30:00,4566976651,6
32,11:30:00,11:45:00,1211614943,7
32,11:45:00,12:00:00,1557395464,8
32,12:00:00,12:15:00,340052769,9
32,12:15:00,12:30:00,461604330,10
32,12:30:00,12:45:00,376339280,11
32,12:45:00,13:00:00,340052773,12
32,13:00:00,13:15:00,340052760,13
32,13:15:00,13:30:00,325004990,14
32,13:30:00,13:45:00,325004990,15
32,13:45:00,14:00:00,325004999,16
32,14:00:00,14:15:00,340052772,17
32,14:15:00,14:30:00,461604331,18
32,14:30:00,14:45:00,340052768,19
32,14:45:00,15:00:00,1557395456,20
32,15:00:00,15:15:00,1557395459,21
32,15:15:00,15:30:00,1211616127,22
32,15:30:00,15:45:00,1784926825,23
32,15:45:00,16:00:00,1196766302,24
32,16:00:00,16:15:00,5906701499,25
32,16:15:00,16:30:00,5906701504,26
32,16:30:00,16:45:00,5906701506,27
32,16:45:00,17:00:00,1196766287,28
20,10:00:00,10:15:00,1482712250,1
20,10:15:00,10:30:00,4566693255,2
20,10:30:00,10:45:00,464512110,3
20,10:45:00,11:00:00,1484644401,4
20,11:00:00,11:15:00,1258789424,5
20,11:15:00,11:30:00,325005120,6
20,11:30:00,11:45:00,376339217,7
20,11:45:00,12:00:00,325005112,8
20,12:00:00,12:15:00,1163335402,9
20,12:15:00,12:30:00,325005107,10
20,12:30:00,12:45:00,340053722,11
20,12:45:00,13:00:00,4884310091,12
20,13:00:00,13:15:00,325005092,13
20,13:15:00,13:30:00,376339147,14
20,13:30:00,13:45:00,325004957,15
20,13:45:00,14:00:00,1032276238,16
20,14:00:00,14:15:00,325005191,17
20,14:15:00,14:30:00,325004946,18
20,14:30:00,14:45:00,325004949,19
20,14:45:00,15:00:00,376339068,20
20,15:00:00,15:15:00,376339108,21
20,15:15:00,15:30:00,376339079,22
20,15:30:00,15:45:00,1216583516,23
20,15:45:00,16:00:00,376339379,24
20,16:00:00,16:15:00,340053720,25
20,16:15:00,16:30:00,376339304,26
20,16:30:00,16:45:00,325005105,27
20,16:45:00,17:00:00,376339247,28
20,17:00:00,17:15:00,376339245,29
20,17:15:00,17:30:00,4100959489,30
20,17:30:00,17:45:00,4563504812,31
20,17:45:00,18:00:00,376339268,32
20,18:00:00,18:15:00,376339262,33
20,18:15:00,18:30:00,4563504809,34
20,18:30:00,18:45:00,1482712250,35
12,10:00:00,10:15:00,370413213,1
12,10:15:00,10:30:00,370413235,2
12,10:30:00,10:45:00,4110348292,3
12,10:45:00,11:00:00,633630325,4
12,11:00:00,11:15:00,633630323,5
12,11:15:00,11:30:00,1723817019,6
12,11:30:00,11:45:00,3856161595,7
12,11:45:00,12:00:00,1554651685,8
12,12:00:00,12:15:00,1554651691,9
12,12:15:00,12:30:00,4566499748,10
12,12:30:00,12:45:00,340052769,11
12,12:45:00,13:00:00,461604330,12
12,13:00:00,13:15:00,376339280,13
12,13:15:00,13:30:00,340052773,14
12,13:30:00,13:45:00,340052760,15
12,13:45:00,14:00:00,325004996,16
12,14:00:00,14:15:00,325004979,17
12,14:15:00,14:30:00,325004979,18
12,14:30:00,14:45:00,325004984,19
12,14:45:00,15:00:00,325004987,20
12,15:00:00,15:15:00,325004999,21
12,15:15:00,15:30:00,340052772,22
12,15:30:00,15:45:00,461604331,23
12,15:45:00,16:00:00,340052768,24
12,16:00:00,16:15:00,340052774,25
12,16:15:00,16:30:00,461604332,26
12,16:30:00,16:45:00,340052776,27
12,16:45:00,17:00:00,527885215,28
12,17:00:00,17:15:00,3861263969,29
12,17:15:00,17:30:00,370413258,30
12,17:30:00,17:45:00,1216583454,31
12,17:45:00,18:00:00,633630328,32
12,18:00:00,18:15:00,376339441,33
12,18:15:00,18:30:00,633630330,34
12,18:30:00,18:45:00,370413215,35
21,10:00:00,10:15:00,376339186,1
21,10:15:00,10:30:00,445347712,2
21,10:30:00,10:45:00,463180467,3
21,10:45:00,11:00:00,463180464,4
21,11:00:00,11:15:00,325005062,5
21,11:15:00,11:30:00,325005073,6
21,11:30:00,11:45:00,325005084,7
21,11:45:00,12:00:00,325005039,8
21,12:00:00,12:15:00,376339159,9
21,12:15:00,12:30:00,376339403,10
21,12:30:00,12:45:00,613009714,11
21,12:45:00,13:00:00,2635477677,12
21,13:00:00,13:15:00,694216625,13
21,13:15:00,13:30:00,1558999573,14
21,13:30:00,13:45:00,1844942249,15
21,13:45:00,14:00:00,461604332,16
21,14:00:00,14:15:00,340052776,17
21,14:15:00,14:30:00,527885215,18
21,14:30:00,14:45:00,3861263969,19
21,14:45:00,15:00:00,376339419,20
21,15:00:00,15:15:00,376339418,21
21,15:15:00,15:30:00,376339467,22
21,15:30:00,15:45:00,376339469,23
21,15:45:00,16:00:00,376339398,24
21,16:00:00,16:15:00,376339341,25
21,16:15:00,16:30:00,633689763,26
21,16:30:00,16:45:00,376339347,27
21,16:45:00,17:00:00,376339487,28
21,17:00:00,17:15:00,376339473,29
21,17:15:00,17:30:00,376339308,30
21,17:30:00,17:45:00,1723817019,31
21,17:45:00,18:00:00,3856161595,32
21,18:00:00,18:15:00,1554651685,33
21,18:15:00,18:30:00,1554651691,34
21,18:30:00,18:45:00,1557395456,35
21,18:45:00,19:00:00,1558999576,36
21,19:00:00,19:15:00,2635477682,37
21,19:15:00,19:30:00,449672988,38
21,19:30:00,19:45:00,376339174,39
21,19:45:00,20:00:00,4566744961,40
21,20:00:00,20:15:00,325005042,41
21,20:15:00,20:30:00,325005081,42
21,20:30:00,20:45:00,325005065,43
21,20:45:00,21:00:00,325005059,44
21,21:00:00,21:15:00,463180466,45
21,21:15:00,21:30:00,463180465,46
21,21:30:00,21:45:00,463180468,47
21,21:45:00,22:00:00,445347713,48
21,22:00:00,22:15:00,376339188,49
1,10:00:00,10:15:00,325005120,1
1,10:15:00,10:30:00,376339217,2
1,10:30:00,10:45:00,325005112,3
1,10:45:00,11:00:00,1163335402,4
1,11:00:00,11:15:00,325005107,5
1,11:15:00,11:30:00,340053722,6
1,11:30:00,11:45:00,4884310091,7
1,11:45:00,12:00:00,325005092,8
1,12:00:00,12:15:00,376339157,9
1,12:15:00,12:30:00,376339276,10
1,12:30:00,12:45:00,325005020,11
1,12:45:00,13:00:00,325005035,12
1,13:00:00,13:15:00,325005042,13
1,13:15:00,13:30:00,325005081,14
1,13:30:00,13:45:00,325005065,15
1,13:45:00,14:00:00,376339254,16
1,14:00:00,14:15:00,376339170,17
1,14:15:00,14:30:00,376339463,18
1,14:30:00,14:45:00,376339533,19
